Transaction_ID,Date_Vente,Produit,Categorie,Quantite,Prix_Unitaire,Total_Vente,Client_ID,Region
TXN0598,2023-05-06,Livre de développement personnel,Livres,2,10000,20000,CUST1887,Matam
TXN0599,2023-11-26,Montre connectée,Électronique,5,75000,375000,CUST2955,Tambacounda
TXN0600,2023-07-10,Montre connectée,Électronique,1,75000,75000,CUST9735,Thiès
TXN0601,2023-06-10,Casque Bluetooth,Accessoires,2,25000,50000,CUST7648,Ziguinchor
TXN0602,2023-07-20,Casque Bluetooth,Accessoires,2,25000,50000,CUST9565,Saint-Louis
TXN0603,2023-11-30,Ordinateur Portable,Électronique,3,350000,1050000,CUST2043,Thiès
TXN0604,2023-06-04,Clavier mécanique,Accessoires,2,50000,100000,CUST9432,Matam
TXN0605,2023-07-09,Clavier mécanique,Accessoires,4,50000,200000,CUST8459,Tambacounda
TXN0606,2023-06-09,Sac à dos,Mode,5,15000,75000,CUST8573,Thiès
TXN0607,2023-07-19,Livre de développement personnel,Livres,5,10000,50000,CUST9836,Tambacounda
TXN0608,2023-06-17,Sac à dos,Mode,5,15000,75000,CUST9421,Ziguinchor
TXN0609,2023-11-15,Téléphone,Électronique,1,200000,200000,CUST6978,Thiès
TXN0610,2023-07-18,Montre connectée,Électronique,2,75000,150000,CUST8422,Thiès
TXN0611,2023-06-07,Livre de développement personnel,Livres,1,10000,10000,CUST3468,Saint-Louis
TXN0612,2023-10-05,Téléphone,Électronique,3,200000,600000,CUST1458,Ziguinchor
TXN0613,2023-06-30,Chaussures de sport,Mode,3,40000,120000,CUST7721,Dakar
TXN0614,2023-05-04,Téléphone,Électronique,1,200000,200000,CUST8099,Thiès
TXN0615,2023-11-25,Téléphone,Électronique,1,200000,200000,CUST8514,Matam
TXN0616,2023-02-07,Casque Bluetooth,Accessoires,4,25000,100000,CUST8127,Saint-Louis
TXN0617,2023-06-08,Télévision LED,Électronique,3,450000,1350000,CUST6074,Kaolack
TXN0618,2023-10-16,Clavier mécanique,Accessoires,2,50000,100000,CUST5874,Ziguinchor
TXN0619,2023-02-04,Ordinateur Portable,Électronique,2,350000,700000,CUST6857,Kaolack
TXN0620,2023-05-13,Téléphone,Électronique,3,200000,600000,CUST4152,Kolda
TXN0621,2023-08-25,Montre connectée,Électronique,4,75000,300000,CUST8547,Kolda
TXN0622,2023-11-07,Livre de développement personnel,Livres,4,10000,40000,CUST1586,Matam
TXN0623,2023-09-16,Ordinateur Portable,Électronique,3,350000,1050000,CUST5196,Matam
TXN0624,2023-03-02,Casque Bluetooth,Accessoires,2,25000,50000,CUST7162,Thiès
TXN0625,2023-05-03,Chaussures de sport,Mode,1,40000,40000,CUST5726,Matam
TXN0626,2023-07-08,Sac à dos,Mode,2,15000,30000,CUST7063,Tambacounda
TXN0627,2023-06-21,Téléphone,Électronique,3,200000,600000,CUST6884,Thiès
TXN0628,2023-05-25,Télévision LED,Électronique,1,450000,450000,CUST5006,Saint-Louis
TXN0629,2023-01-03,Clavier mécanique,Accessoires,1,50000,50000,CUST5644,Thiès
TXN0630,2023-03-29,Livre de développement personnel,Livres,5,10000,50000,CUST4122,Kaolack
TXN0631,2023-03-26,Bureau ergonomique,Mobilier,2,120000,240000,CUST3681,Matam
TXN0632,2023-03-23,Ordinateur Portable,Électronique,2,350000,700000,CUST6585,Dakar
TXN0633,2023-03-31,Livre de développement personnel,Livres,2,10000,20000,CUST8069,Kaolack
TXN0634,2023-11-07,Téléphone,Électronique,5,200000,1000000,CUST1942,Matam
TXN0635,2023-12-11,Téléphone,Électronique,2,200000,400000,CUST2206,Kaolack
TXN0636,2023-05-12,Clavier mécanique,Accessoires,3,50000,150000,CUST9548,Kaolack
TXN0637,2023-12-15,Chaussures de sport,Mode,2,40000,80000,CUST7047,Ziguinchor
TXN0638,2023-11-10,Montre connectée,Électronique,3,75000,225000,CUST6914,Ziguinchor
TXN0639,2023-04-29,Casque Bluetooth,Accessoires,3,25000,75000,CUST9455,Kaolack
TXN0640,2023-07-02,Livre de développement personnel,Livres,4,10000,40000,CUST9331,Matam
TXN0641,2023-12-09,Montre connectée,Électronique,1,75000,75000,CUST4748,Tambacounda
TXN0642,2023-08-16,Bureau ergonomique,Mobilier,3,120000,360000,CUST7025,Kolda
TXN0643,2023-02-10,Casque Bluetooth,Accessoires,4,25000,100000,CUST2476,Ziguinchor
TXN0644,2023-08-08,Sac à dos,Mode,4,15000,60000,CUST9230,Kolda
TXN0645,2023-06-09,Livre de développement personnel,Livres,1,10000,10000,CUST2581,Thiès
TXN0646,2023-07-23,Chaussures de sport,Mode,4,40000,160000,CUST3232,Thiès
TXN0647,2023-08-20,Bureau ergonomique,Mobilier,1,120000,120000,CUST9220,Ziguinchor
TXN0648,2023-01-24,Casque Bluetooth,Accessoires,4,25000,100000,CUST1108,Tambacounda
TXN0649,2023-04-16,Sac à dos,Mode,2,15000,30000,CUST2001,Ziguinchor
TXN0650,2023-07-26,Livre de développement personnel,Livres,1,10000,10000,CUST9350,Tambacounda
TXN0651,2023-03-15,Livre de développement personnel,Livres,1,10000,10000,CUST4005,Matam
TXN0652,2023-06-17,Sac à dos,Mode,5,15000,75000,CUST2509,Tambacounda
TXN0653,2023-08-12,Ordinateur Portable,Électronique,4,350000,1400000,CUST1938,Dakar
TXN0654,2023-08-16,Casque Bluetooth,Accessoires,3,25000,75000,CUST2191,Saint-Louis
TXN0655,2023-05-06,Téléphone,Électronique,1,200000,200000,CUST2882,Thiès
TXN0656,2023-06-17,Bureau ergonomique,Mobilier,5,120000,600000,CUST6704,Saint-Louis
TXN0657,2023-08-14,Sac à dos,Mode,2,15000,30000,CUST1755,Dakar
TXN0658,2023-05-01,Casque Bluetooth,Accessoires,5,25000,125000,CUST9419,Dakar
TXN0659,2023-01-19,Ordinateur Portable,Électronique,4,350000,1400000,CUST2006,Ziguinchor
TXN0660,2023-11-18,Bureau ergonomique,Mobilier,4,120000,480000,CUST3726,Dakar
TXN0661,2023-09-19,Livre de développement personnel,Livres,5,10000,50000,CUST9487,Kolda
TXN0662,2023-01-26,Chaussures de sport,Mode,5,40000,200000,CUST7281,Saint-Louis
TXN0663,2023-06-13,Sac à dos,Mode,1,15000,15000,CUST9970,Matam
TXN0664,2023-06-16,Montre connectée,Électronique,3,75000,225000,CUST7828,Kaolack
TXN0665,2023-01-04,Chaussures de sport,Mode,3,40000,120000,CUST5972,Thiès
TXN0666,2023-09-05,Ordinateur Portable,Électronique,4,350000,1400000,CUST6263,Kaolack
TXN0667,2023-08-09,Sac à dos,Mode,3,15000,45000,CUST7027,Matam
TXN0668,2023-10-12,Ordinateur Portable,Électronique,4,350000,1400000,CUST5770,Kolda
TXN0669,2023-12-07,Montre connectée,Électronique,3,75000,225000,CUST8917,Ziguinchor
TXN0670,2023-12-14,Casque Bluetooth,Accessoires,4,25000,100000,CUST4102,Kolda
TXN0671,2023-12-11,Chaussures de sport,Mode,2,40000,80000,CUST3096,Matam
TXN0672,2023-02-06,Bureau ergonomique,Mobilier,4,120000,480000,CUST5836,Kaolack
TXN0673,2023-10-03,Casque Bluetooth,Accessoires,3,25000,75000,CUST9317,Kolda
TXN0674,2023-08-11,Ordinateur Portable,Électronique,1,350000,350000,CUST6056,Kolda
TXN0675,2023-01-29,Ordinateur Portable,Électronique,1,350000,350000,CUST4569,Dakar
TXN0676,2023-05-24,Clavier mécanique,Accessoires,5,50000,250000,CUST1008,Kaolack
TXN0677,2023-10-18,Téléphone,Électronique,2,200000,400000,CUST8053,Kaolack
TXN0678,2023-08-10,Sac à dos,Mode,5,15000,75000,CUST4395,Dakar
TXN0679,2023-01-07,Téléphone,Électronique,5,200000,1000000,CUST7551,Matam
TXN0680,2023-12-15,Montre connectée,Électronique,4,75000,300000,CUST3359,Matam
TXN0681,2023-10-27,Montre connectée,Électronique,4,75000,300000,CUST3819,Tambacounda
TXN0682,2023-03-24,Casque Bluetooth,Accessoires,1,25000,25000,CUST8716,Kolda
TXN0683,2023-08-27,Ordinateur Portable,Électronique,4,350000,1400000,CUST1618,Kolda
TXN0684,2023-02-03,Téléphone,Électronique,4,200000,800000,CUST9739,Thiès
TXN0685,2023-02-11,Chaussures de sport,Mode,3,40000,120000,CUST5544,Dakar
TXN0686,2023-04-18,Sac à dos,Mode,5,15000,75000,CUST9135,Tambacounda
TXN0687,2023-04-08,Montre connectée,Électronique,3,75000,225000,CUST9083,Ziguinchor
TXN0688,2023-08-12,Casque Bluetooth,Accessoires,5,25000,125000,CUST8017,Thiès
TXN0689,2023-01-02,Montre connectée,Électronique,2,75000,150000,CUST2182,Matam
TXN0690,2023-10-01,Bureau ergonomique,Mobilier,4,120000,480000,CUST8817,Saint-Louis
TXN0691,2023-12-01,Chaussures de sport,Mode,3,40000,120000,CUST7053,Matam
TXN0692,2023-04-20,Chaussures de sport,Mode,2,40000,80000,CUST7528,Matam
TXN0693,2023-07-10,Chaussures de sport,Mode,4,40000,160000,CUST1258,Saint-Louis
TXN0694,2023-02-27,Livre de développement personnel,Livres,2,10000,20000,CUST8695,Saint-Louis
TXN0695,2023-02-12,Télévision LED,Électronique,1,450000,450000,CUST2653,Thiès
TXN0696,2024-01-01,Téléphone,Électronique,2,200000,400000,CUST6504,Saint-Louis
TXN0697,2023-07-21,Clavier mécanique,Accessoires,1,50000,50000,CUST1895,Thiès
TXN0698,2023-11-28,Téléphone,Électronique,1,200000,200000,CUST1459,Matam
TXN0699,2023-12-07,Clavier mécanique,Accessoires,2,50000,100000,CUST1263,Kaolack
TXN0700,2023-08-27,Ordinateur Portable,Électronique,3,350000,1050000,CUST9216,Kaolack
TXN0701,2023-07-05,Bureau ergonomique,Mobilier,3,120000,360000,CUST2624,Kolda
TXN0702,2023-05-05,Téléphone,Électronique,2,200000,400000,CUST8611,Ziguinchor
TXN0703,2023-06-08,Téléphone,Électronique,3,200000,600000,CUST7757,Kaolack
TXN0704,2023-05-30,Livre de développement personnel,Livres,4,10000,40000,CUST1005,Thiès
TXN0705,2023-09-03,Clavier mécanique,Accessoires,2,50000,100000,CUST4565,Kaolack
TXN0706,2023-11-30,Clavier mécanique,Accessoires,4,50000,200000,CUST9190,Ziguinchor
TXN0707,2023-10-23,Bureau ergonomique,Mobilier,2,120000,240000,CUST2371,Ziguinchor
TXN0708,2023-03-10,Télévision LED,Électronique,5,450000,2250000,CUST6530,Matam
TXN0709,2023-05-26,Livre de développement personnel,Livres,4,10000,40000,CUST5398,Saint-Louis
TXN0710,2023-10-23,Sac à dos,Mode,5,15000,75000,CUST2570,Kaolack
TXN0711,2023-06-09,Montre connectée,Électronique,1,75000,75000,CUST2943,Dakar
TXN0712,2023-01-18,Bureau ergonomique,Mobilier,5,120000,600000,CUST7984,Thiès
TXN0713,2023-11-26,Sac à dos,Mode,3,15000,45000,CUST2172,Kolda
TXN0714,2023-11-25,Ordinateur Portable,Électronique,5,350000,1750000,CUST8688,Tambacounda
TXN0715,2023-01-23,Montre connectée,Électronique,1,75000,75000,CUST2628,Thiès
TXN0716,2023-03-22,Clavier mécanique,Accessoires,5,50000,250000,CUST2964,Dakar
TXN0717,2023-08-20,Ordinateur Portable,Électronique,1,350000,350000,CUST1486,Matam
TXN0718,2023-07-02,Télévision LED,Électronique,2,450000,900000,CUST2391,Kolda
TXN0719,2023-06-29,Montre connectée,Électronique,4,75000,300000,CUST8160,Dakar
TXN0720,2023-10-24,Sac à dos,Mode,2,15000,30000,CUST1436,Tambacounda
TXN0721,2023-02-01,Bureau ergonomique,Mobilier,5,120000,600000,CUST3703,Dakar
TXN0722,2023-06-05,Télévision LED,Électronique,2,450000,900000,CUST5278,Saint-Louis
TXN0723,2023-01-31,Sac à dos,Mode,2,15000,30000,CUST7574,Ziguinchor
TXN0724,2023-05-22,Téléphone,Électronique,2,200000,400000,CUST3380,Kolda
TXN0725,2024-01-01,Montre connectée,Électronique,1,75000,75000,CUST6302,Kolda
TXN0726,2023-06-06,Montre connectée,Électronique,2,75000,150000,CUST5508,Dakar
TXN0727,2023-08-17,Chaussures de sport,Mode,3,40000,120000,CUST2840,Thiès
TXN0728,2023-02-13,Ordinateur Portable,Électronique,2,350000,700000,CUST8507,Kolda
TXN0729,2023-06-08,Sac à dos,Mode,2,15000,30000,CUST5159,Dakar
TXN0730,2023-11-28,Bureau ergonomique,Mobilier,2,120000,240000,CUST4099,Dakar
TXN0731,2023-01-31,Livre de développement personnel,Livres,2,10000,20000,CUST4421,Dakar
TXN0732,2023-10-05,Télévision LED,Électronique,3,450000,1350000,CUST8391,Thiès
TXN0733,2023-07-20,Clavier mécanique,Accessoires,5,50000,250000,CUST9002,Dakar
TXN0734,2023-12-03,Télévision LED,Électronique,2,450000,900000,CUST3895,Thiès
TXN0735,2023-04-28,Bureau ergonomique,Mobilier,1,120000,120000,CUST2804,Kaolack
TXN0736,2023-05-22,Ordinateur Portable,Électronique,4,350000,1400000,CUST8896,Ziguinchor
TXN0737,2023-12-20,Livre de développement personnel,Livres,2,10000,20000,CUST8300,Tambacounda
TXN0738,2023-07-02,Ordinateur Portable,Électronique,2,350000,700000,CUST6016,Tambacounda
TXN0739,2023-05-06,Téléphone,Électronique,3,200000,600000,CUST5758,Kolda
TXN0740,2023-04-29,Casque Bluetooth,Accessoires,1,25000,25000,CUST7387,Thiès
TXN0741,2023-09-20,Sac à dos,Mode,2,15000,30000,CUST6324,Ziguinchor
TXN0742,2023-06-05,Casque Bluetooth,Accessoires,1,25000,25000,CUST1387,Dakar
TXN0743,2023-07-18,Montre connectée,Électronique,4,75000,300000,CUST6381,Saint-Louis
TXN0744,2023-10-13,Chaussures de sport,Mode,1,40000,40000,CUST8126,Kolda
TXN0745,2023-10-05,Sac à dos,Mode,1,15000,15000,CUST5871,Thiès
TXN0746,2023-10-07,Téléphone,Électronique,2,200000,400000,CUST1011,Dakar
TXN0747,2023-10-20,Livre de développement personnel,Livres,3,10000,30000,CUST7823,Saint-Louis
TXN0748,2023-12-31,Bureau ergonomique,Mobilier,4,120000,480000,CUST5333,Thiès
TXN0749,2023-12-15,Montre connectée,Électronique,5,75000,375000,CUST3285,Tambacounda
TXN0750,2023-04-15,Livre de développement personnel,Livres,3,10000,30000,CUST5742,Matam
TXN0751,2023-09-02,Sac à dos,Mode,1,15000,15000,CUST5378,Kaolack
TXN0752,2023-10-02,Montre connectée,Électronique,4,75000,300000,CUST3240,Tambacounda
TXN0753,2023-09-17,Clavier mécanique,Accessoires,2,50000,100000,CUST1116,Saint-Louis
TXN0754,2023-07-31,Casque Bluetooth,Accessoires,4,25000,100000,CUST9804,Kaolack
TXN0755,2023-07-07,Bureau ergonomique,Mobilier,2,120000,240000,CUST6468,Ziguinchor
TXN0756,2023-03-01,Livre de développement personnel,Livres,5,10000,50000,CUST1881,Kolda
TXN0757,2023-09-03,Bureau ergonomique,Mobilier,2,120000,240000,CUST8907,Thiès
TXN0758,2023-11-18,Montre connectée,Électronique,5,75000,375000,CUST3020,Thiès
TXN0759,2023-06-15,Clavier mécanique,Accessoires,2,50000,100000,CUST4605,Kolda
TXN0760,2023-11-08,Chaussures de sport,Mode,5,40000,200000,CUST8673,Tambacounda
TXN0761,2023-08-05,Montre connectée,Électronique,3,75000,225000,CUST7803,Matam
TXN0762,2023-01-26,Télévision LED,Électronique,2,450000,900000,CUST2486,Matam
TXN0763,2023-04-12,Chaussures de sport,Mode,2,40000,80000,CUST6767,Matam
TXN0764,2023-09-04,Chaussures de sport,Mode,5,40000,200000,CUST2548,Kaolack
TXN0765,2023-08-18,Livre de développement personnel,Livres,2,10000,20000,CUST2579,Saint-Louis
TXN0766,2023-04-20,Téléphone,Électronique,3,200000,600000,CUST5080,Ziguinchor
TXN0767,2023-08-27,Casque Bluetooth,Accessoires,4,25000,100000,CUST4250,Thiès
TXN0768,2023-03-01,Clavier mécanique,Accessoires,4,50000,200000,CUST3220,Tambacounda
TXN0769,2023-11-21,Casque Bluetooth,Accessoires,2,25000,50000,CUST7989,Kolda
TXN0770,2023-06-20,Ordinateur Portable,Électronique,3,350000,1050000,CUST9227,Kaolack
TXN0771,2023-09-07,Chaussures de sport,Mode,2,40000,80000,CUST1562,Thiès
TXN0772,2023-10-20,Chaussures de sport,Mode,5,40000,200000,CUST8291,Kolda
TXN0773,2023-07-14,Livre de développement personnel,Livres,5,10000,50000,CUST9624,Kaolack
TXN0774,2023-01-04,Télévision LED,Électronique,4,450000,1800000,CUST9526,Kolda
TXN0775,2023-05-09,Livre de développement personnel,Livres,3,10000,30000,CUST6408,Matam
TXN0776,2023-01-10,Télévision LED,Électronique,5,450000,2250000,CUST7392,Tambacounda
TXN0777,2023-03-20,Montre connectée,Électronique,4,75000,300000,CUST2101,Saint-Louis
TXN0778,2023-04-29,Sac à dos,Mode,2,15000,30000,CUST2764,Tambacounda
TXN0779,2023-08-05,Télévision LED,Électronique,1,450000,450000,CUST1785,Ziguinchor
TXN0780,2023-04-15,Livre de développement personnel,Livres,2,10000,20000,CUST6142,Kaolack
TXN0781,2023-01-30,Montre connectée,Électronique,1,75000,75000,CUST9818,Saint-Louis
TXN0782,2023-10-28,Livre de développement personnel,Livres,5,10000,50000,CUST3373,Matam
TXN0783,2023-11-28,Livre de développement personnel,Livres,2,10000,20000,CUST3786,Kaolack
TXN0784,2023-04-17,Télévision LED,Électronique,4,450000,1800000,CUST6507,Matam
TXN0785,2023-02-25,Bureau ergonomique,Mobilier,4,120000,480000,CUST2347,Kaolack
TXN0786,2023-04-03,Téléphone,Électronique,2,200000,400000,CUST7962,Saint-Louis
TXN0787,2023-04-24,Clavier mécanique,Accessoires,4,50000,200000,CUST8082,Thiès
TXN0788,2023-11-05,Bureau ergonomique,Mobilier,1,120000,120000,CUST4924,Tambacounda
TXN0789,2023-12-28,Téléphone,Électronique,4,200000,800000,CUST7609,Kaolack
TXN0790,2023-03-06,Chaussures de sport,Mode,4,40000,160000,CUST1662,Kaolack
TXN0791,2023-03-27,Bureau ergonomique,Mobilier,5,120000,600000,CUST9828,Thiès
TXN0792,2023-09-08,Bureau ergonomique,Mobilier,3,120000,360000,CUST7147,Saint-Louis
TXN0793,2023-09-17,Casque Bluetooth,Accessoires,2,25000,50000,CUST9689,Kaolack
TXN0794,2023-07-18,Télévision LED,Électronique,4,450000,1800000,CUST3188,Thiès
TXN0795,2023-08-19,Ordinateur Portable,Électronique,4,350000,1400000,CUST5048,Tambacounda
TXN0796,2023-09-05,Chaussures de sport,Mode,2,40000,80000,CUST3054,Tambacounda
TXN0797,2023-03-15,Ordinateur Portable,Électronique,3,350000,1050000,CUST5564,Kaolack
TXN0798,2023-11-07,Montre connectée,Électronique,3,75000,225000,CUST3589,Ziguinchor
TXN0799,2023-10-30,Chaussures de sport,Mode,5,40000,200000,CUST5173,Ziguinchor
TXN0800,2023-12-19,Casque Bluetooth,Accessoires,1,25000,25000,CUST4042,Kaolack
TXN0801,2023-12-13,Casque Bluetooth,Accessoires,2,25000,50000,CUST2357,Dakar
TXN0802,2023-10-06,Clavier mécanique,Accessoires,5,50000,250000,CUST5384,Tambacounda
TXN0803,2023-11-29,Chaussures de sport,Mode,2,40000,80000,CUST6540,Matam
TXN0804,2023-11-14,Casque Bluetooth,Accessoires,1,25000,25000,CUST6885,Tambacounda
TXN0805,2023-09-10,Télévision LED,Électronique,3,450000,1350000,CUST6389,Kolda
TXN0806,2023-12-27,Ordinateur Portable,Électronique,2,350000,700000,CUST6081,Saint-Louis
TXN0807,2023-07-23,Téléphone,Électronique,1,200000,200000,CUST4849,Tambacounda
TXN0808,2023-02-14,Téléphone,Électronique,5,200000,1000000,CUST8662,Matam
TXN0809,2023-09-24,Télévision LED,Électronique,3,450000,1350000,CUST8572,Kolda
TXN0810,2023-01-25,Montre connectée,Électronique,2,75000,150000,CUST5330,Dakar
TXN0811,2023-12-20,Sac à dos,Mode,3,15000,45000,CUST4084,Tambacounda
TXN0812,2023-10-27,Chaussures de sport,Mode,1,40000,40000,CUST4730,Thiès
TXN0813,2023-07-14,Bureau ergonomique,Mobilier,2,120000,240000,CUST6501,Kaolack
TXN0814,2023-07-19,Casque Bluetooth,Accessoires,4,25000,100000,CUST6590,Kolda
TXN0815,2023-01-06,Livre de développement personnel,Livres,4,10000,40000,CUST1267,Saint-Louis
TXN0816,2023-08-21,Télévision LED,Électronique,5,450000,2250000,CUST7300,Dakar
TXN0817,2023-06-30,Sac à dos,Mode,5,15000,75000,CUST1595,Tambacounda
TXN0818,2023-07-06,Chaussures de sport,Mode,1,40000,40000,CUST9977,Kaolack
TXN0819,2023-07-26,Téléphone,Électronique,1,200000,200000,CUST5715,Saint-Louis
TXN0820,2023-09-27,Télévision LED,Électronique,2,450000,900000,CUST2990,Tambacounda
TXN0821,2023-11-20,Téléphone,Électronique,2,200000,400000,CUST6041,Saint-Louis
TXN0822,2023-11-11,Téléphone,Électronique,3,200000,600000,CUST5362,Matam
TXN0823,2023-01-25,Clavier mécanique,Accessoires,4,50000,200000,CUST8176,Matam
TXN0824,2023-04-24,Casque Bluetooth,Accessoires,5,25000,125000,CUST5395,Kolda
TXN0825,2023-01-26,Télévision LED,Électronique,2,450000,900000,CUST4900,Dakar
TXN0826,2023-12-17,Clavier mécanique,Accessoires,2,50000,100000,CUST9672,Matam
TXN0827,2023-12-19,Téléphone,Électronique,5,200000,1000000,CUST5152,Thiès
TXN0828,2023-01-08,Télévision LED,Électronique,3,450000,1350000,CUST4896,Kolda
TXN0829,2023-07-02,Ordinateur Portable,Électronique,3,350000,1050000,CUST6930,Thiès
TXN0830,2023-06-23,Bureau ergonomique,Mobilier,5,120000,600000,CUST5181,Saint-Louis
TXN0831,2023-04-13,Livre de développement personnel,Livres,3,10000,30000,CUST5544,Kolda
TXN0832,2023-08-17,Chaussures de sport,Mode,2,40000,80000,CUST4747,Kaolack
TXN0833,2023-05-09,Chaussures de sport,Mode,4,40000,160000,CUST4122,Ziguinchor
TXN0834,2023-10-17,Livre de développement personnel,Livres,5,10000,50000,CUST5913,Tambacounda
TXN0835,2023-01-27,Livre de développement personnel,Livres,3,10000,30000,CUST8097,Thiès
TXN0836,2023-03-08,Téléphone,Électronique,5,200000,1000000,CUST6549,Matam
TXN0837,2023-01-20,Bureau ergonomique,Mobilier,5,120000,600000,CUST5906,Tambacounda
TXN0838,2023-06-28,Sac à dos,Mode,1,15000,15000,CUST2795,Thiès
TXN0839,2023-02-16,Bureau ergonomique,Mobilier,5,120000,600000,CUST6571,Dakar
TXN0840,2023-01-26,Télévision LED,Électronique,5,450000,2250000,CUST9986,Kolda
TXN0841,2023-03-16,Bureau ergonomique,Mobilier,1,120000,120000,CUST7948,Thiès
TXN0842,2023-12-24,Bureau ergonomique,Mobilier,4,120000,480000,CUST9439,Thiès
TXN0843,2023-06-21,Ordinateur Portable,Électronique,2,350000,700000,CUST5069,Dakar
TXN0844,2023-11-20,Casque Bluetooth,Accessoires,5,25000,125000,CUST6098,Kaolack
TXN0845,2023-05-22,Montre connectée,Électronique,4,75000,300000,CUST9403,Kaolack
TXN0846,2023-12-14,Livre de développement personnel,Livres,1,10000,10000,CUST3685,Matam
TXN0847,2023-01-04,Clavier mécanique,Accessoires,5,50000,250000,CUST2864,Saint-Louis
TXN0848,2023-04-09,Montre connectée,Électronique,3,75000,225000,CUST7944,Matam
TXN0849,2023-07-29,Ordinateur Portable,Électronique,2,350000,700000,CUST8755,Matam
TXN0850,2023-08-19,Montre connectée,Électronique,3,75000,225000,CUST2192,Kolda
TXN0851,2023-05-24,Téléphone,Électronique,1,200000,200000,CUST9422,Saint-Louis
TXN0852,2023-12-26,Clavier mécanique,Accessoires,1,50000,50000,CUST7888,Kaolack
TXN0853,2023-02-13,Livre de développement personnel,Livres,1,10000,10000,CUST6586,Thiès
TXN0854,2023-12-30,Ordinateur Portable,Électronique,5,350000,1750000,CUST6863,Tambacounda
TXN0855,2023-01-13,Téléphone,Électronique,5,200000,1000000,CUST4504,Kolda
TXN0856,2023-11-19,Clavier mécanique,Accessoires,4,50000,200000,CUST2925,Ziguinchor
TXN0857,2023-08-20,Clavier mécanique,Accessoires,2,50000,100000,CUST6492,Matam
TXN0858,2023-09-14,Télévision LED,Électronique,4,450000,1800000,CUST9148,Matam
TXN0859,2023-10-04,Livre de développement personnel,Livres,1,10000,10000,CUST8411,Tambacounda
TXN0860,2023-03-31,Chaussures de sport,Mode,1,40000,40000,CUST8291,Thiès
TXN0861,2023-10-15,Casque Bluetooth,Accessoires,2,25000,50000,CUST6796,Ziguinchor
TXN0862,2023-04-17,Livre de développement personnel,Livres,3,10000,30000,CUST1442,Kolda
TXN0863,2023-05-02,Clavier mécanique,Accessoires,5,50000,250000,CUST5744,Matam
TXN0864,2023-05-06,Chaussures de sport,Mode,1,40000,40000,CUST6507,Saint-Louis
TXN0865,2023-09-22,Montre connectée,Électronique,3,75000,225000,CUST4888,Saint-Louis
TXN0866,2023-10-21,Télévision LED,Électronique,2,450000,900000,CUST5688,Dakar
TXN0867,2023-01-20,Montre connectée,Électronique,2,75000,150000,CUST8635,Dakar
TXN0868,2023-05-20,Chaussures de sport,Mode,4,40000,160000,CUST5534,Matam
TXN0869,2023-11-06,Montre connectée,Électronique,4,75000,300000,CUST6357,Dakar
TXN0870,2023-08-21,Sac à dos,Mode,2,15000,30000,CUST2460,Dakar
TXN0871,2023-02-01,Casque Bluetooth,Accessoires,5,25000,125000,CUST9026,Tambacounda
TXN0872,2023-09-16,Téléphone,Électronique,5,200000,1000000,CUST8757,Kolda
TXN0873,2023-02-22,Chaussures de sport,Mode,5,40000,200000,CUST6875,Kolda
TXN0874,2023-10-23,Téléphone,Électronique,2,200000,400000,CUST2739,Kaolack
TXN0875,2023-06-23,Sac à dos,Mode,5,15000,75000,CUST6938,Tambacounda
TXN0876,2023-08-17,Casque Bluetooth,Accessoires,5,25000,125000,CUST2155,Ziguinchor
TXN0877,2023-07-17,Télévision LED,Électronique,4,450000,1800000,CUST6798,Tambacounda
TXN0878,2023-11-22,Télévision LED,Électronique,5,450000,2250000,CUST7979,Dakar
TXN0879,2023-03-04,Téléphone,Électronique,4,200000,800000,CUST3353,Kolda
TXN0880,2023-06-30,Bureau ergonomique,Mobilier,3,120000,360000,CUST1871,Dakar
TXN0881,2023-11-15,Casque Bluetooth,Accessoires,3,25000,75000,CUST3218,Kolda
TXN0882,2023-02-08,Livre de développement personnel,Livres,4,10000,40000,CUST9394,Ziguinchor
TXN0883,2023-03-30,Téléphone,Électronique,5,200000,1000000,CUST3809,Kolda
TXN0884,2023-04-02,Montre connectée,Électronique,1,75000,75000,CUST9947,Tambacounda
TXN0885,2023-07-16,Téléphone,Électronique,2,200000,400000,CUST3487,Saint-Louis
TXN0886,2023-11-26,Livre de développement personnel,Livres,3,10000,30000,CUST1160,Ziguinchor
TXN0887,2023-05-12,Livre de développement personnel,Livres,1,10000,10000,CUST2015,Kolda
TXN0888,2023-01-05,Chaussures de sport,Mode,3,40000,120000,CUST1569,Tambacounda
TXN0889,2023-12-01,Bureau ergonomique,Mobilier,5,120000,600000,CUST8555,Matam
TXN0890,2023-10-02,Sac à dos,Mode,2,15000,30000,CUST2655,Thiès
TXN0891,2023-06-18,Ordinateur Portable,Électronique,5,350000,1750000,CUST5724,Kaolack
TXN0892,2023-05-09,Chaussures de sport,Mode,3,40000,120000,CUST8245,Dakar
TXN0893,2023-04-06,Bureau ergonomique,Mobilier,3,120000,360000,CUST4022,Dakar
TXN0894,2023-05-06,Chaussures de sport,Mode,5,40000,200000,CUST6978,Kaolack
TXN0895,2023-08-27,Ordinateur Portable,Électronique,5,350000,1750000,CUST6055,Thiès
TXN0896,2023-03-07,Bureau ergonomique,Mobilier,2,120000,240000,CUST7765,Tambacounda
TXN0897,2023-08-01,Clavier mécanique,Accessoires,1,50000,50000,CUST9391,Ziguinchor
